"","IndividualID","Year","Income","CreditScore","Age","Education","CreditCardBalance","Default"
"76",16,2019,6.7,694,36,"College",7.99,0
"77",16,2020,3.4,581,37,"College",2.31,0
"78",16,2021,1.3,735,38,"College",0,0
"79",16,2022,4.8,642,39,"College",5.78,0
"80",16,2023,4.2,706,40,"College",2.04,0
"81",17,2019,4.5,654,28,"College",1.91,0
"82",17,2020,2.5,633,29,"College",0,0
"83",17,2021,3.9,558,30,"College",1.56,0
"84",17,2022,4.7,595,31,"College",4.61,0
"85",17,2023,7.8,648,32,"College",11.91,0
"86",18,2019,3.4,691,36,"College",0,0
"87",18,2020,2,556,37,"College",0,0
"88",18,2021,1.3,719,38,"College",0,0
"89",18,2022,8.3,720,39,"College",10.52,0
"90",18,2023,5.3,593,40,"College",4.44,0
"91",19,2019,8.3,674,47,"High School",11.61,0
"92",19,2020,1.7,598,48,"High School",0,0
"93",19,2021,2,644,49,"High School",0,0
"94",19,2022,2.2,696,50,"High School",0,0
"95",19,2023,7.6,693,51,"High School",10.84,0
"96",20,2019,7.8,608,42,"High School",10.89,0
"97",20,2020,9.9,631,43,"High School",20.5,0
"98",20,2021,6.6,601,44,"High School",8.35,0
"99",20,2022,3.6,667,45,"High School",0,0
"100",20,2023,2.8,572,46,"High School",1.7,0
"101",21,2019,8.2,519,34,"College",11.98,0
"102",21,2020,7.5,723,35,"College",7.77,0
"103",21,2021,3,764,36,"College",0,0
"104",21,2022,7.7,627,37,"College",13.26,0
"105",21,2023,8.8,688,38,"College",11.55,0
"106",22,2019,5.8,650,33,"College",5.07,0
"107",22,2020,6.4,724,34,"College",5.8,0
"108",22,2021,9.4,678,35,"College",11.73,0
"109",22,2022,9.6,660,36,"College",20.93,0
"110",22,2023,6.9,560,37,"College",9.82,0
"111",23,2019,1.7,704,55,"High School",0,0
"112",23,2020,8.4,632,56,"High School",13.62,0
"113",23,2021,5.3,580,57,"High School",5.28,0
"114",23,2022,4.5,640,58,"High School",1.87,0
"115",23,2023,3.7,644,59,"High School",1.7,1
"116",24,2019,3.2,703,43,"High School",0,0
"117",24,2020,4.8,592,44,"High School",3.64,0
"118",24,2021,9.4,622,45,"High School",15.12,0
"119",24,2022,3.4,724,46,"High School",0,0
"120",24,2023,6.1,718,47,"High School",6.86,0
"121",25,2019,2.8,708,33,"College",0,0
"122",25,2020,2.7,733,34,"College",0,0
"123",25,2021,7.5,660,35,"College",10.52,0
"124",25,2022,3.8,621,36,"College",0,0
"125",25,2023,2.2,678,37,"College",0,0
"126",26,2019,1.5,703,27,"High School",0,0
"127",26,2020,9.4,771,28,"High School",19.03,0
"128",26,2021,6.1,552,29,"High School",6.54,0
"129",26,2022,2.1,664,30,"High School",0,0
"130",26,2023,6.1,683,31,"High School",5.67,0
"131",27,2019,5.9,647,25,"College",5.78,0
"132",27,2020,8.4,572,26,"College",13.6,0
"133",27,2021,7.3,687,27,"College",6.24,0
"134",27,2022,6.1,611,28,"College",6.4,0
"135",27,2023,7.5,675,29,"College",11.25,0
"136",28,2019,7.8,695,35,"High School",11.56,0
"137",28,2020,4.4,714,36,"High School",0.75,0
"138",28,2021,3.6,572,37,"High School",0.82,0
"139",28,2022,5.8,704,38,"High School",5.34,1
"140",28,2023,3.3,612,39,"High School",2.1,0
"141",29,2019,8.5,586,52,"Graduate",15.55,0
"142",29,2020,4.6,716,53,"Graduate",0.34,0
"143",29,2021,1.7,707,54,"Graduate",0,0
"144",29,2022,9.6,638,55,"Graduate",16.73,0
"145",29,2023,3,688,56,"Graduate",0,0
"146",30,2019,4.7,607,50,"College",2.88,0
"147",30,2020,6.6,642,51,"College",5.88,0
"148",30,2021,6.7,645,52,"College",10.28,0
"149",30,2022,4,636,53,"College",2.58,0
"150",30,2023,2.3,687,54,"College",1.53,0
"151",31,2019,9.2,727,33,"High School",17.56,0
"152",31,2020,6.4,627,34,"High School",6.97,1
"153",31,2021,7.7,648,35,"High School",12.07,0
"154",31,2022,9.3,732,36,"High School",15.54,0
"155",31,2023,5.8,634,37,"High School",6.38,0
"156",32,2019,4.3,520,39,"College",5.49,0
"157",32,2020,1.6,676,40,"College",0,0
"158",32,2021,8.7,606,41,"College",12.52,1
"159",32,2022,5.6,600,42,"College",5.78,0
"160",32,2023,2.9,721,43,"College",1.19,0
"161",33,2019,4.4,772,47,"College",2.84,0
"162",33,2020,2.9,598,48,"College",2.04,0
"163",33,2021,5.1,702,49,"College",3.74,0
"164",33,2022,3.2,645,50,"College",0,0
"165",33,2023,2.1,657,51,"College",0,0
"166",34,2019,1.7,711,52,"High School",0,0
"167",34,2020,7.2,661,53,"High School",12.61,0
"168",34,2021,3.6,607,54,"High School",0,0
"169",34,2022,2.3,626,55,"High School",2.18,0
"170",34,2023,9.8,684,56,"High School",23.08,0
"171",35,2019,4.7,533,43,"High School",4.85,0
"172",35,2020,4.6,705,44,"High School",2.94,0
"173",35,2021,6.8,572,45,"High School",10.17,0
"174",35,2022,9.2,651,46,"High School",15.79,0
"175",35,2023,2.9,640,47,"High School",0.77,0
"176",36,2019,5.9,715,40,"High School",6.1,0
"177",36,2020,7.5,659,41,"High School",9.62,0
"178",36,2021,4.6,655,42,"High School",3.86,0
"179",36,2022,1.8,685,43,"High School",0,0
"180",36,2023,6.7,609,44,"High School",8.14,0
"181",37,2019,1,640,51,"College",0,0
"182",37,2020,2.9,709,52,"College",0,0
"183",37,2021,7.1,684,53,"College",8.92,0
"184",37,2022,8.8,586,54,"College",16.49,0
"185",37,2023,8.2,682,55,"College",7.35,0
"186",38,2019,2.2,581,50,"College",0,0
"187",38,2020,4.5,620,51,"College",2,0
"188",38,2021,8.1,711,52,"College",13.82,0
"189",38,2022,7.2,537,53,"College",14.59,0
"190",38,2023,6.3,561,54,"College",7.6,0
"191",39,2019,2.1,715,30,"High School",0,0
"192",39,2020,6,609,31,"High School",6.8,0
"193",39,2021,5,712,32,"High School",4.1,0
"194",39,2022,7.9,642,33,"High School",14.41,0
"195",39,2023,1.2,671,34,"High School",0,0
"196",40,2019,2.8,691,44,"College",0,0
"197",40,2020,8.9,617,45,"College",13.16,0
"198",40,2021,2,635,46,"College",5.41,0
"199",40,2022,9.7,629,47,"College",17.68,0
"200",40,2023,4.5,791,48,"College",2.21,0
"201",41,2019,8.7,656,29,"College",16.17,0
"202",41,2020,9,674,30,"College",5.26,0
"203",41,2021,5.4,633,31,"College",4.88,0
"204",41,2022,7.5,638,32,"College",8.14,0
"205",41,2023,5.4,719,33,"College",3.81,0
"206",42,2019,9.9,633,34,"High School",13.84,0
"207",42,2020,1.6,651,35,"High School",0,0
"208",42,2021,2.4,669,36,"High School",0,0
"209",42,2022,8.1,628,37,"High School",12.57,0
"210",42,2023,5.9,748,38,"High School",5.74,0
"211",43,2019,4.7,579,51,"High School",3.72,0
"212",43,2020,10,751,52,"High School",23.83,0
"213",43,2021,3.3,632,53,"High School",0,0
"214",43,2022,5.6,718,54,"High School",4.33,0
"215",43,2023,1.7,550,55,"High School",5.32,0
"216",44,2019,8.3,698,49,"High School",12.64,0
"217",44,2020,4.4,694,50,"High School",4.62,0
"218",44,2021,8.2,586,51,"High School",16.22,0
"219",44,2022,2.8,612,52,"High School",0,0
"220",44,2023,9.5,660,53,"High School",14.46,0
"221",45,2019,4.1,707,30,"College",2.4,0
"222",45,2020,5.7,612,31,"College",6.25,0
"223",45,2021,2,639,32,"College",0,0
"224",45,2022,9,729,33,"College",19.54,0
"225",45,2023,9.6,594,34,"College",10.41,0
"226",46,2019,1.4,697,50,"High School",2.13,0
"227",46,2020,5.4,672,51,"High School",3.96,0
"228",46,2021,3,595,52,"High School",0,0
"229",46,2022,8.7,617,53,"High School",14.73,0
"230",46,2023,5.8,689,54,"High School",5.09,0
"231",47,2019,1,662,27,"High School",0,0
"232",47,2020,3.5,721,28,"High School",0,0
"233",47,2021,3.9,620,29,"High School",2.2,0
"234",47,2022,6.3,564,30,"High School",9.62,0
"235",47,2023,3.2,702,31,"High School",0,0
"236",48,2019,1.4,620,30,"High School",8.64,0
"237",48,2020,2,656,31,"High School",0,0
"238",48,2021,7.3,736,32,"High School",6.63,0
"239",48,2022,9.5,637,33,"High School",19.2,0
"240",48,2023,3.8,727,34,"High School",2.65,0
"241",49,2019,1.7,595,48,"College",0,0
"242",49,2020,3.9,696,49,"College",0.49,0
"243",49,2021,6.6,662,50,"College",8.19,1
"244",49,2022,5,613,51,"College",5.71,0
"245",49,2023,8.2,586,52,"College",9.5,0
"246",50,2019,3.5,654,43,"High School",1.86,0
"247",50,2020,6.1,663,44,"High School",7.46,0
"248",50,2021,1.4,664,45,"High School",0,0
"249",50,2022,2.7,677,46,"High School",0,0
"250",50,2023,7.5,627,47,"High School",10.98,0
"251",51,2019,8.4,624,39,"Graduate",11.73,0
"252",51,2020,5.6,662,40,"Graduate",5.49,0
"253",51,2021,6.1,623,41,"Graduate",6.53,0
"254",51,2022,1,711,42,"Graduate",0,0
"255",51,2023,2.3,659,43,"Graduate",0,0
"256",52,2019,8.8,619,53,"High School",15.3,0
"257",52,2020,1.7,560,54,"High School",0,0
"258",52,2021,3.2,618,55,"High School",0,0
"259",52,2022,9.8,752,56,"High School",13.89,1
"260",52,2023,6.2,622,57,"High School",7.02,0
"261",53,2019,3.2,608,55,"Graduate",1.34,0
"262",53,2020,6.5,683,56,"Graduate",8.58,0
"263",53,2021,1.3,672,57,"Graduate",0,0
"264",53,2022,2.3,688,58,"Graduate",0,0
"265",53,2023,7.3,636,59,"Graduate",7.95,0
"266",54,2019,1.6,706,42,"High School",0,0
"267",54,2020,6.6,591,43,"High School",8.1,0
"268",54,2021,9.4,648,44,"High School",13.15,0
"269",54,2022,1.8,615,45,"High School",0,0
"270",54,2023,9.8,684,46,"High School",11.13,1
"271",55,2019,1.2,657,44,"Graduate",0,0
"272",55,2020,7.5,705,45,"Graduate",8.5,0
"273",55,2021,5.1,753,46,"Graduate",3.39,0
"274",55,2022,6.1,657,47,"Graduate",5.92,0
"275",55,2023,8.9,623,48,"Graduate",13.79,0
"276",56,2019,6,609,48,"Graduate",7.02,0
"277",56,2020,7.6,637,49,"Graduate",14.32,0
"278",56,2021,6.6,647,50,"Graduate",9.06,0
"279",56,2022,3.8,750,51,"Graduate",0,0
"280",56,2023,4.5,594,52,"Graduate",5.43,0
"281",57,2019,2.8,595,36,"High School",0,0
"282",57,2020,8.7,630,37,"High School",14.79,0
"283",57,2021,6.5,679,38,"High School",6.91,0
"284",57,2022,7.8,691,39,"High School",10.15,0
"285",57,2023,6.1,605,40,"High School",5.78,0
"286",58,2019,3.5,656,52,"High School",1.73,0
"287",58,2020,7.6,648,53,"High School",10.06,0
"288",58,2021,5.9,710,54,"High School",5.68,0
"289",58,2022,4.1,704,55,"High School",0.5,0
"290",58,2023,5.6,634,56,"High School",6.1,0
"291",59,2019,8.3,652,33,"College",16.25,0
"292",59,2020,5.7,683,34,"College",5.43,0
"293",59,2021,2.8,567,35,"College",0.07,0
"294",59,2022,8.6,634,36,"College",15.5,0
"295",59,2023,4.3,679,37,"College",2.95,0
"296",60,2019,3.7,624,42,"College",0.6,0
"297",60,2020,7.9,647,43,"College",11.96,0
"298",60,2021,7.6,649,44,"College",5.97,0
"299",60,2022,8.6,614,45,"College",19.85,1
"300",60,2023,6.1,600,46,"College",6.53,0
"301",61,2019,1.2,640,54,"High School",6.92,0
"302",61,2020,5.4,633,55,"High School",5.21,0
"303",61,2021,5.9,692,56,"High School",6.14,0
"304",61,2022,8.5,726,57,"High School",12.62,0
"305",61,2023,7.6,649,58,"High School",11.2,0
"306",62,2019,6,670,26,"College",5.32,0
"307",62,2020,1.7,646,27,"College",0,0
"308",62,2021,2.2,680,28,"College",0,0
"309",62,2022,7.2,661,29,"College",7.88,0
"310",62,2023,1.9,662,30,"College",0,0
"311",63,2019,2.8,706,28,"High School",0,0
"312",63,2020,4.3,601,29,"High School",2.53,0
"313",63,2021,8.6,722,30,"High School",15.69,0
"314",63,2022,3.1,667,31,"High School",0,0
"315",63,2023,7.3,659,32,"High School",13.14,0
"316",64,2019,2,622,38,"College",0,0
"317",64,2020,8,642,39,"College",14.98,1
"318",64,2021,3.3,669,40,"College",0.28,0
"319",64,2022,5.9,547,41,"College",6.7,0
"320",64,2023,1.3,620,42,"College",0,0
"321",65,2019,8.3,679,47,"High School",12.49,0
"322",65,2020,4,635,48,"High School",0.34,0
"323",65,2021,9.2,610,49,"High School",15.61,0
"324",65,2022,4.2,618,50,"High School",1.06,0
"325",65,2023,9.8,662,51,"High School",12.78,0
"326",66,2019,4.5,568,49,"High School",3.83,0
"327",66,2020,5.4,694,50,"High School",4.5,0
"328",66,2021,5.4,542,51,"High School",6.19,0
"329",66,2022,1.1,625,52,"High School",0,0
"330",66,2023,6.8,611,53,"High School",10.04,0
"331",67,2019,5.6,588,46,"High School",6.29,0
"332",67,2020,3.9,596,47,"High School",0.98,0
"333",67,2021,6.2,663,48,"High School",7.03,0
"334",67,2022,6.6,644,49,"High School",8.19,0
"335",67,2023,4.9,635,50,"High School",3.71,0
"336",68,2019,2.5,534,30,"College",0.55,0
"337",68,2020,7.4,584,31,"College",10.5,0
"338",68,2021,7.7,643,32,"College",10.97,0
"339",68,2022,8.6,606,33,"College",9.02,0
"340",68,2023,5.8,610,34,"College",6.5,0
"341",69,2019,3.7,702,34,"High School",0,0
"342",69,2020,5.1,659,35,"High School",4.49,0
"343",69,2021,4.5,598,36,"High School",2.02,0
"344",69,2022,3.2,627,37,"High School",0.8,1
"345",69,2023,6.9,636,38,"High School",10.25,0
"346",70,2019,9.6,616,36,"College",19.69,0
"347",70,2020,3.6,602,37,"College",0.5,0
"348",70,2021,6.9,647,38,"College",10.57,0
"349",70,2022,5.8,687,39,"College",6.61,0
"350",70,2023,6.4,661,40,"College",8.94,0
"351",71,2019,1.2,640,53,"High School",0,0
"352",71,2020,1,669,54,"High School",0,0
"353",71,2021,2.2,690,55,"High School",0,0
"354",71,2022,1.2,643,56,"High School",0,0
"355",71,2023,1.8,673,57,"High School",0,0
"356",72,2019,5.3,593,35,"Graduate",4.09,0
"357",72,2020,2.8,638,36,"Graduate",0,0
"358",72,2021,8.3,629,37,"Graduate",11.91,0
"359",72,2022,3.2,660,38,"Graduate",0,0
"360",72,2023,5.4,668,39,"Graduate",3.7,0
"361",73,2019,6.8,644,32,"College",9.38,0
"362",73,2020,2.4,612,33,"College",0,0
"363",73,2021,8.5,604,34,"College",10.8,0
"364",73,2022,4.9,664,35,"College",4.91,0
"365",73,2023,3.1,718,36,"College",0,0
"366",74,2019,3.7,611,25,"College",2.21,0
"367",74,2020,2.4,631,26,"College",0,0
"368",74,2021,6.3,667,27,"College",5.93,0
"369",74,2022,2.3,622,28,"College",2.59,0
"370",74,2023,2.6,656,29,"College",0,0
"371",75,2019,4.1,648,40,"Graduate",0.68,0
"372",75,2020,2.7,611,41,"Graduate",0,0
"373",75,2021,4.6,692,42,"Graduate",2.41,0
"374",75,2022,6.5,692,43,"Graduate",7.45,0
"375",75,2023,7.2,701,44,"Graduate",7.46,0
"376",76,2019,8.4,713,49,"High School",13.33,0
"377",76,2020,4.4,625,50,"High School",4.05,1
"378",76,2021,9.6,627,51,"High School",13.77,0
"379",76,2022,1.2,663,52,"High School",0,0
"380",76,2023,6.5,682,53,"High School",8.39,0
"381",77,2019,5.2,633,45,"Graduate",4.63,0
"382",77,2020,4.2,629,46,"Graduate",3.96,0
"383",77,2021,8.9,619,47,"Graduate",11.04,0
"384",77,2022,1.7,724,48,"Graduate",3.18,0
"385",77,2023,8.9,525,49,"Graduate",15.82,0
"386",78,2019,2.7,642,30,"Graduate",0,0
"387",78,2020,2.9,652,31,"Graduate",0,0
"388",78,2021,8.8,597,32,"Graduate",11.05,0
"389",78,2022,1.5,669,33,"Graduate",0,0
"390",78,2023,3.1,552,34,"Graduate",0.06,0
"391",79,2019,9.9,698,55,"College",17.65,0
"392",79,2020,7.1,567,56,"College",8.9,0
"393",79,2021,4.9,540,57,"College",4.44,0
"394",79,2022,4.4,612,58,"College",3.41,0
"395",79,2023,5.2,658,59,"College",4.17,0
"396",80,2019,8.2,617,28,"High School",8.08,0
"397",80,2020,7,622,29,"High School",8.96,1
"398",80,2021,5.2,667,30,"High School",4.21,0
"399",80,2022,1.5,597,31,"High School",0,0
"400",80,2023,3.1,646,32,"High School",0.55,0
"401",81,2019,3.1,675,47,"College",0.61,0
"402",81,2020,3.1,732,48,"College",0,0
"403",81,2021,1.6,674,49,"College",0,0
"404",81,2022,5.5,736,50,"College",4.38,0
"405",81,2023,3.2,673,51,"College",0,0
"406",82,2019,7.8,650,32,"College",10.22,0
"407",82,2020,5.9,537,33,"College",8.02,0
"408",82,2021,9.5,589,34,"College",24.59,0
"409",82,2022,1.8,634,35,"College",0,0
"410",82,2023,9.5,686,36,"College",16.05,0
"411",83,2019,7.5,634,54,"College",13.05,0
"412",83,2020,9.3,677,55,"College",13.08,0
"413",83,2021,6.5,597,56,"College",8.16,0
"414",83,2022,2.4,636,57,"College",0,0
"415",83,2023,2.6,661,58,"College",0,0
"416",84,2019,7.6,632,34,"Graduate",10.1,0
"417",84,2020,6.3,656,35,"Graduate",7.57,0
"418",84,2021,3.8,616,36,"Graduate",2.56,0
"419",84,2022,8,669,37,"Graduate",16.66,0
"420",84,2023,4,646,38,"Graduate",2.45,0
"421",85,2019,8.7,648,32,"Graduate",16.54,1
"422",85,2020,6.2,553,33,"Graduate",7.76,0
"423",85,2021,4.7,616,34,"Graduate",2.49,0
"424",85,2022,9.4,576,35,"Graduate",19.99,0
"425",85,2023,5.2,570,36,"Graduate",5.32,0
"426",86,2019,1.9,625,43,"College",0,0
"427",86,2020,5.2,642,44,"College",4.63,0
"428",86,2021,9.9,664,45,"College",19.43,0
"429",86,2022,9.3,705,46,"College",14.88,0
"430",86,2023,4.9,672,47,"College",3.37,0
"431",87,2019,8.8,701,26,"Graduate",13.54,0
"432",87,2020,3.7,624,27,"Graduate",0,0
"433",87,2021,8.2,635,28,"Graduate",13.98,0
"434",87,2022,8.2,704,29,"Graduate",8.83,0
"435",87,2023,4.5,650,30,"Graduate",3.29,0
"436",88,2019,4.4,566,27,"College",3.8,0
"437",88,2020,6.8,608,28,"College",10.57,0
"438",88,2021,8.8,700,29,"College",10,0
"439",88,2022,6.9,619,30,"College",6.52,0
"440",88,2023,5.6,667,31,"College",5.55,0
"441",89,2019,2.3,651,49,"High School",0,0
"442",89,2020,6.5,625,50,"High School",8.22,0
"443",89,2021,1.4,632,51,"High School",0,0
"444",89,2022,5.5,670,52,"High School",4.9,0
"445",89,2023,7.7,660,53,"High School",8.65,0
"446",90,2019,7.8,712,29,"High School",13.25,0
"447",90,2020,1.6,640,30,"High School",0,0
"448",90,2021,5,604,31,"High School",4.54,0
"449",90,2022,5.5,658,32,"High School",5.76,0
"450",90,2023,3.4,685,33,"High School",0.44,0
"451",91,2019,6.4,764,27,"Graduate",7.74,0
"452",91,2020,7.6,627,28,"Graduate",10.76,0
"453",91,2021,7.4,634,29,"Graduate",12.85,0
"454",91,2022,2,694,30,"Graduate",5.2,0
"455",91,2023,6.2,714,31,"Graduate",6.11,0
"456",92,2019,8.2,617,34,"High School",13.24,0
"457",92,2020,3.1,683,35,"High School",0.5,0
"458",92,2021,7.5,622,36,"High School",5.72,0
"459",92,2022,8.5,602,37,"High School",11.45,0
"460",92,2023,2.1,681,38,"High School",0,0
"461",93,2019,9.6,655,28,"High School",11.24,0
"462",93,2020,7.7,669,29,"High School",11.17,0
"463",93,2021,8.3,621,30,"High School",11.73,0
"464",93,2022,2.7,740,31,"High School",0,1
"465",93,2023,1.2,683,32,"High School",0,0
"466",94,2019,8.8,631,40,"High School",13.32,0
"467",94,2020,9.3,685,41,"High School",14.16,0
"468",94,2021,2.2,589,42,"High School",5.02,0
"469",94,2022,5.3,643,43,"High School",4.5,0
"470",94,2023,5.2,720,44,"High School",3.4,0
"471",95,2019,7.3,641,47,"High School",11.31,1
"472",95,2020,1.6,696,48,"High School",0,0
"473",95,2021,7.6,639,49,"High School",11.67,0
"474",95,2022,4.6,535,50,"High School",4.6,0
"475",95,2023,5.2,606,51,"High School",5.98,0
"476",96,2019,7.5,661,51,"College",10.12,0
"477",96,2020,5.2,722,52,"College",3.78,0
"478",96,2021,10,620,53,"College",26.49,0
"479",96,2022,8.6,664,54,"College",11.94,0
"480",96,2023,8.5,602,55,"College",14.4,0
"481",97,2019,7.9,599,39,"Graduate",14.08,0
"482",97,2020,2,611,40,"Graduate",2.99,0
"483",97,2021,8.6,718,41,"Graduate",15.4,0
"484",97,2022,8.3,697,42,"Graduate",10.27,0
"485",97,2023,9.9,680,43,"Graduate",19.9,0
"486",98,2019,1.4,706,34,"College",0,0
"487",98,2020,7.7,629,35,"College",10.35,0
"488",98,2021,4.8,688,36,"College",3.65,0
"489",98,2022,6.2,660,37,"College",7.97,1
"490",98,2023,8.5,598,38,"College",13.7,0
"491",99,2019,1.1,608,49,"College",0,0
"492",99,2020,1.1,653,50,"College",0,0
"493",99,2021,10,660,51,"College",17.04,0
"494",99,2022,7.9,634,52,"College",13.92,0
"495",99,2023,3.8,600,53,"College",2.49,0
"496",100,2019,8.3,545,44,"High School",12.7,0
"497",100,2020,9.9,671,45,"High School",26.28,0
"498",100,2021,2.8,635,46,"High School",1.95,0
"499",100,2022,6.8,677,47,"High School",8.25,0
"500",100,2023,4.9,573,48,"High School",3.71,0
"501",101,2019,9.4,587,53,"College",14.09,0
"502",101,2020,9.9,644,54,"College",13.56,0
"503",101,2021,5.1,579,55,"College",5.22,0
"504",101,2022,3.1,551,56,"College",3.5,0
"505",101,2023,7.3,689,57,"College",8.67,0
"506",102,2019,6,695,51,"College",6.7,0
"507",102,2020,6.3,599,52,"College",7.84,0
"508",102,2021,4.9,636,53,"College",3.16,0
"509",102,2022,4.8,593,54,"College",4.62,0
"510",102,2023,6.4,666,55,"College",8.01,0
"511",103,2019,5.1,649,50,"Graduate",3.93,0
"512",103,2020,9.6,607,51,"Graduate",17.93,0
"513",103,2021,8.6,611,52,"Graduate",14.44,0
"514",103,2022,3,597,53,"Graduate",0,0
"515",103,2023,4.8,672,54,"Graduate",3.12,0
"516",104,2019,4.8,679,25,"Graduate",2.22,0
"517",104,2020,1.2,669,26,"Graduate",0,0
"518",104,2021,4.4,608,27,"Graduate",2.83,0
"519",104,2022,4.8,561,28,"Graduate",4.3,0
"520",104,2023,2.7,677,29,"Graduate",1.66,0
"521",105,2019,7.3,641,44,"High School",8.24,0
"522",105,2020,1.1,648,45,"High School",0,0
"523",105,2021,7.6,702,46,"High School",11.78,0
"524",105,2022,4.9,605,47,"High School",3.26,0
"525",105,2023,7.6,707,48,"High School",7.96,0
"526",106,2019,1.1,629,37,"Graduate",0,0
"527",106,2020,1.4,614,38,"Graduate",0,0
"528",106,2021,4.8,640,39,"Graduate",4.61,0
"529",106,2022,6.8,670,40,"Graduate",8.63,0
"530",106,2023,3,640,41,"Graduate",0,0
"531",107,2019,8.5,605,46,"High School",11.61,0
"532",107,2020,7.3,636,47,"High School",7.06,0
"533",107,2021,9.1,523,48,"High School",14.39,0
"534",107,2022,4.7,625,49,"High School",0.99,0
"535",107,2023,4.7,673,50,"High School",2.67,0
"536",108,2019,3.3,642,49,"High School",0,0
"537",108,2020,4.4,684,50,"High School",1.01,0
"538",108,2021,3.1,674,51,"High School",1.25,0
"539",108,2022,9.4,682,52,"High School",17.51,0
"540",108,2023,5.3,683,53,"High School",3.4,0
"541",109,2019,1.4,563,42,"College",0,0
"542",109,2020,8,650,43,"College",11.65,0
"543",109,2021,4,732,44,"College",1.36,0
"544",109,2022,6,626,45,"College",6.93,0
"545",109,2023,7.1,673,46,"College",6.27,0
"546",110,2019,3.5,657,38,"High School",1.08,0
"547",110,2020,1.5,678,39,"High School",0,0
"548",110,2021,4.8,636,40,"High School",2.99,0
